Strategy report
Symbol: .AAPL210625C130
Work Time: 5/10/21, 10:15 AM - 6/22/21, 3:59 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
1;VWAPBreakout(LONG);Buy to Open;1;100.0;$3.75;5/10/21, 10:15 AM;;$0.00;100.0;
2;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$3.85;5/10/21, 10:17 AM;$10.00;$10.00;0.0;
3;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$3.85;5/10/21, 10:17 AM;;$10.00;-100.0;
4;VWAPBreakout(LONG);Buy to Close;1;100.0;$3.80;5/10/21, 10:22 AM;$5.00;$15.00;0.0;
5;VWAPBreakout(LONG);Buy to Open;1;100.0;$3.80;5/10/21, 10:22 AM;;$15.00;100.0;
6;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$3.70;5/10/21, 10:31 AM;($10.00);$5.00;0.0;
7;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$3.70;5/10/21, 10:31 AM;;$5.00;-100.0;
8;VWAPBreakout(CLOSE);Buy to Close;1;100.0;$3.80;5/10/21, 10:42 AM;($10.00);($5.00);0.0;
9;VWAPBreakout(LONG);Buy to Open;1;100.0;$3.70;5/10/21, 10:46 AM;;($5.00);100.0;
10;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$3.63;5/10/21, 10:49 AM;($7.00);($12.00);0.0;
11;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$3.63;5/10/21, 10:49 AM;;($12.00);-100.0;
12;VWAPBreakout(CLOSE);Buy to Close;1;100.0;$3.74;5/10/21, 11:10 AM;($11.00);($23.00);0.0;
13;VWAPBreakout(LONG);Buy to Open;1;100.0;$3.75;5/10/21, 11:11 AM;;($23.00);100.0;
14;VWAPBreakout(CLOSE);Sell to Close;-1;-100.0;$3.80;5/10/21, 11:25 AM;$5.00;($18.00);0.0;
15;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$3.73;5/10/21, 11:34 AM;;($18.00);-100.0;
16;VWAPBreakout(LONG);Buy to Close;1;100.0;$3.75;5/10/21, 11:46 AM;($2.00);($20.00);0.0;
17;VWAPBreakout(LONG);Buy to Open;1;100.0;$3.75;5/10/21, 11:46 AM;;($20.00);100.0;
18;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$3.80;5/10/21, 11:47 AM;$5.00;($15.00);0.0;
19;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$3.80;5/10/21, 11:47 AM;;($15.00);-100.0;
20;VWAPBreakout(LONG);Buy to Close;1;100.0;$3.90;5/10/21, 12:12 PM;($10.00);($25.00);0.0;
21;VWAPBreakout(LONG);Buy to Open;1;100.0;$3.90;5/10/21, 12:12 PM;;($25.00);100.0;
22;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$3.75;5/10/21, 1:15 PM;($15.00);($40.00);0.0;
23;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$3.75;5/10/21, 1:15 PM;;($40.00);-100.0;
24;VWAPBreakout(LONG);Buy to Close;1;100.0;$3.69;5/10/21, 1:32 PM;$6.00;($34.00);0.0;
25;VWAPBreakout(LONG);Buy to Open;1;100.0;$3.69;5/10/21, 1:32 PM;;($34.00);100.0;
26;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$3.62;5/10/21, 1:50 PM;($7.00);($41.00);0.0;
27;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$3.62;5/10/21, 1:50 PM;;($41.00);-100.0;
28;VWAPBreakout(CLOSE);Buy to Close;1;100.0;$3.60;5/10/21, 2:00 PM;$2.00;($39.00);0.0;
29;VWAPBreakout(LONG);Buy to Open;1;100.0;$3.40;5/10/21, 3:14 PM;;($39.00);100.0;
30;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$3.37;5/10/21, 3:25 PM;($3.00);($42.00);0.0;
31;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$3.37;5/10/21, 3:25 PM;;($42.00);-100.0;
32;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.50;5/11/21, 9:30 AM;$87.00;$45.00;0.0;
33;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.50;5/11/21, 9:30 AM;;$4.00;100.0;
34;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.31;5/11/21, 9:32 AM;($19.00);$26.00;0.0;
35;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.31;5/11/21, 9:32 AM;;$26.00;-100.0;
36;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.43;5/11/21, 9:36 AM;($12.00);$14.00;0.0;
37;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.43;5/11/21, 9:36 AM;;$16.00;100.0;
38;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.40;5/11/21, 9:40 AM;($3.00);$11.00;0.0;
39;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.40;5/11/21, 9:40 AM;;$11.00;-100.0;
40;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.50;5/11/21, 9:44 AM;($10.00);$1.00;0.0;
41;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.50;5/11/21, 9:44 AM;;$1.00;100.0;
42;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.45;5/11/21, 9:47 AM;($5.00);($4.00);0.0;
43;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.45;5/11/21, 9:47 AM;;($4.00);-100.0;
44;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.41;5/11/21, 9:48 AM;$4.00;$0.00;0.0;
45;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.41;5/11/21, 9:48 AM;;$0.00;100.0;
46;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.50;5/11/21, 9:53 AM;$9.00;$9.00;0.0;
47;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.50;5/11/21, 9:53 AM;;$9.00;-100.0;
48;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.47;5/11/21, 9:54 AM;$3.00;$12.00;0.0;
49;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.47;5/11/21, 9:54 AM;;$12.00;100.0;
50;VWAPBreakout(CLOSE);Sell to Close;-1;-100.0;$2.55;5/11/21, 10:03 AM;$8.00;$20.00;0.0;
51;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.53;5/11/21, 10:05 AM;;$25.00;-100.0;
52;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.42;5/11/21, 10:22 AM;$11.00;$31.00;0.0;
53;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.42;5/11/21, 10:22 AM;;$31.00;100.0;
54;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.30;5/11/21, 10:28 AM;($12.00);$19.00;0.0;
55;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.30;5/11/21, 10:28 AM;;$26.00;-100.0;
56;VWAPBreakout(CLOSE);Buy to Close;1;100.0;$2.24;5/11/21, 10:32 AM;$6.00;$25.00;0.0;
57;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.25;5/11/21, 10:34 AM;;$25.00;100.0;
58;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.30;5/11/21, 10:40 AM;$5.00;$30.00;0.0;
59;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.30;5/11/21, 10:40 AM;;$30.00;-100.0;
60;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.33;5/11/21, 10:47 AM;($3.00);$27.00;0.0;
61;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.33;5/11/21, 10:47 AM;;$27.00;100.0;
62;VWAPBreakout(CLOSE);Sell to Close;-1;-100.0;$2.48;5/11/21, 11:05 AM;$15.00;$42.00;0.0;
63;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.70;5/11/21, 11:21 AM;;$42.00;-100.0;
64;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.74;5/11/21, 11:28 AM;($4.00);$38.00;0.0;
65;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.74;5/11/21, 11:28 AM;;$38.00;100.0;
66;VWAPBreakout(CLOSE);Sell to Close;-1;-100.0;$2.74;5/11/21, 11:57 AM;$0.00;$38.00;0.0;
67;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.82;5/11/21, 12:40 PM;;$38.00;-100.0;
68;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.97;5/11/21, 1:32 PM;($15.00);$23.00;0.0;
69;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.97;5/11/21, 1:32 PM;;$23.00;100.0;
70;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.99;5/11/21, 1:53 PM;$2.00;$25.00;0.0;
71;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.99;5/11/21, 1:53 PM;;$25.00;-100.0;
72;VWAPBreakout(LONG);Buy to Close;1;100.0;$3.00;5/11/21, 2:30 PM;($1.00);$24.00;0.0;
73;VWAPBreakout(LONG);Buy to Open;1;100.0;$3.00;5/11/21, 2:30 PM;;$24.00;100.0;
74;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.97;5/11/21, 3:04 PM;($3.00);$21.00;0.0;
75;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.97;5/11/21, 3:04 PM;;$21.00;-100.0;
76;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.91;5/11/21, 3:09 PM;$6.00;$27.00;0.0;
77;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.91;5/11/21, 3:09 PM;;$27.00;100.0;
78;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.88;5/11/21, 3:16 PM;($3.00);$24.00;0.0;
79;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.88;5/11/21, 3:16 PM;;$24.00;-100.0;
80;VWAPBreakout(LONG);Buy to Close;1;100.0;$3.04;5/11/21, 3:20 PM;($16.00);$8.00;0.0;
81;VWAPBreakout(LONG);Buy to Open;1;100.0;$3.04;5/11/21, 3:20 PM;;$7.00;100.0;
82;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.82;5/11/21, 3:37 PM;($22.00);($14.00);0.0;
83;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.82;5/11/21, 3:37 PM;;($14.00);-100.0;
84;VWAPBreakout(CLOSE);Buy to Close;1;100.0;$2.98;5/11/21, 3:47 PM;($16.00);($30.00);0.0;
85;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.99;5/11/21, 3:48 PM;;($30.00);100.0;
86;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.50;5/12/21, 9:31 AM;($49.00);($79.00);0.0;
87;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.50;5/12/21, 9:31 AM;;($79.00);-100.0;
88;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.40;5/12/21, 9:43 AM;$10.00;($69.00);0.0;
89;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.40;5/12/21, 9:43 AM;;($72.00);100.0;
90;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.37;5/12/21, 9:44 AM;($3.00);($72.00);0.0;
91;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.37;5/12/21, 9:44 AM;;($71.00);-100.0;
92;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.49;5/12/21, 9:53 AM;($12.00);($84.00);0.0;
93;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.49;5/12/21, 9:53 AM;;($84.00);100.0;
94;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.44;5/12/21, 9:57 AM;($5.00);($89.00);0.0;
95;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.44;5/12/21, 9:57 AM;;($89.00);-100.0;
96;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.47;5/12/21, 10:10 AM;($3.00);($92.00);0.0;
97;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.47;5/12/21, 10:10 AM;;($92.00);100.0;
98;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.39;5/12/21, 10:17 AM;($8.00);($100.00);0.0;
99;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.39;5/12/21, 10:17 AM;;($100.00);-100.0;
100;VWAPBreakout(CLOSE);Buy to Close;1;100.0;$2.43;5/12/21, 10:24 AM;($4.00);($104.00);0.0;
101;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.41;5/12/21, 10:25 AM;;($104.00);100.0;
102;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.40;5/12/21, 10:32 AM;($1.00);($105.00);0.0;
103;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.40;5/12/21, 10:32 AM;;($105.00);-100.0;
104;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.32;5/12/21, 10:41 AM;$8.00;($97.00);0.0;
105;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.32;5/12/21, 10:41 AM;;($97.00);100.0;
106;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.33;5/12/21, 10:46 AM;$1.00;($96.00);0.0;
107;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.33;5/12/21, 10:46 AM;;($96.00);-100.0;
108;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.29;5/12/21, 10:50 AM;$4.00;($92.00);0.0;
109;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.29;5/12/21, 10:50 AM;;($92.00);100.0;
110;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.27;5/12/21, 10:53 AM;($2.00);($94.00);0.0;
111;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.27;5/12/21, 10:53 AM;;($94.00);-100.0;
112;VWAPBreakout(LONG);Buy to Close;1;100.0;$2.30;5/12/21, 11:08 AM;($3.00);($97.00);0.0;
113;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.30;5/12/21, 11:08 AM;;($96.00);100.0;
114;VWAPBreakout(CLOSE);Sell to Close;-1;-100.0;$2.36;5/12/21, 11:13 AM;$6.00;($91.00);0.0;
115;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.29;5/12/21, 11:29 AM;;($91.00);-100.0;
116;VWAPBreakout(CLOSE);Buy to Close;1;100.0;$2.27;5/12/21, 11:40 AM;$2.00;($89.00);0.0;
117;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.23;5/12/21, 11:50 AM;;($89.00);100.0;
118;VWAPBreakout(SHORT);Sell to Close;-1;-100.0;$2.22;5/12/21, 11:51 AM;($1.00);($90.00);0.0;
119;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.22;5/12/21, 11:51 AM;;($90.00);-100.0;
120;VWAPBreakout(CLOSE);Buy to Close;1;100.0;$2.19;5/12/21, 12:19 PM;$3.00;($87.00);0.0;
121;VWAPBreakout(LONG);Buy to Open;1;100.0;$2.29;5/12/21, 12:24 PM;;($87.00);100.0;
122;VWAPBreakout(CLOSE);Sell to Close;-1;-100.0;$2.29;5/12/21, 12:43 PM;$0.00;($87.00);0.0;
123;VWAPBreakout(SHORT);Sell to Open;-1;-100.0;$2.32;5/12/21, 1:35 PM;;($87.00);-100.0;
