Strategy report
Symbol: .AMC210702C60
Work Time: 6/2/21, 9:38 AM - 6/23/21, 9:45 AM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
1;MACDStrategy(BUY);Buy to Open;1;100.0;$7.45;6/2/21, 9:38 AM;;$5.00;100.0;
2;MACDStrategy(SELL);Sell to Close;-1;-100.0;$8.15;6/2/21, 9:49 AM;$70.00;$70.00;0.0;
3;MACDStrategy(BUY);Buy to Open;1;100.0;$9.15;6/2/21, 9:52 AM;;$82.00;100.0;
4;MACDStrategy(SELL);Sell to Close;-1;-100.0;$9.50;6/2/21, 9:59 AM;$35.00;$105.00;0.0;
5;MACDStrategy(BUY);Buy to Open;1;100.0;$9.75;6/2/21, 11:22 AM;;$105.00;100.0;
6;MACDStrategy(SELL);Sell to Close;-1;-100.0;$10.49;6/2/21, 11:35 AM;$74.00;$179.00;0.0;
7;MACDStrategy(BUY);Buy to Open;1;100.0;$10.75;6/2/21, 11:48 AM;;$179.00;100.0;
8;MACDStrategy(SELL);Sell to Close;-1;-100.0;$13.40;6/2/21, 12:05 PM;$265.00;$444.00;0.0;
9;MACDStrategy(BUY);Buy to Open;1;100.0;$15.00;6/2/21, 12:08 PM;;$444.00;100.0;
10;MACDStrategy(SELL);Sell to Close;-1;-100.0;$19.04;6/2/21, 12:18 PM;$404.00;$848.00;0.0;
11;MACDStrategy(BUY);Buy to Open;1;100.0;$19.95;6/2/21, 12:20 PM;;$753.00;100.0;
12;MACDStrategy(SELL);Sell to Close;-1;-100.0;$23.33;6/2/21, 12:24 PM;$338.00;$1,186.00;0.0;
13;MACDStrategy(BUY);Buy to Open;1;100.0;$25.00;6/2/21, 12:26 PM;;$1,516.00;100.0;
14;MACDStrategy(SELL);Sell to Close;-1;-100.0;$23.00;6/2/21, 12:39 PM;($200.00);$986.00;0.0;
15;MACDStrategy(BUY);Buy to Open;1;100.0;$29.00;6/2/21, 1:07 PM;;$986.00;100.0;
16;MACDStrategy(SELL);Sell to Close;-1;-100.0;$36.30;6/2/21, 1:16 PM;$730.00;$1,716.00;0.0;
17;MACDStrategy(BUY);Buy to Open;1;100.0;$34.35;6/2/21, 2:25 PM;;$1,716.00;100.0;
18;MACDStrategy(SELL);Sell to Close;-1;-100.0;$33.00;6/2/21, 3:23 PM;($135.00);$1,581.00;0.0;
19;MACDStrategy(BUY);Buy to Open;1;100.0;$21.70;6/3/21, 1:01 PM;;$1,541.00;100.0;
20;MACDStrategy(SELL);Sell to Close;-1;-100.0;$23.20;6/3/21, 1:08 PM;$150.00;$1,731.00;0.0;
21;MACDStrategy(BUY);Buy to Open;1;100.0;$24.10;6/3/21, 1:30 PM;;$1,731.00;100.0;
22;MACDStrategy(SELL);Sell to Close;-1;-100.0;$25.79;6/3/21, 1:38 PM;$169.00;$1,900.00;0.0;
23;MACDStrategy(BUY);Buy to Open;1;100.0;$31.00;6/3/21, 1:56 PM;;$1,845.00;100.0;
24;MACDStrategy(SELL);Sell to Close;-1;-100.0;$30.80;6/3/21, 2:03 PM;($20.00);$1,880.00;0.0;
25;MACDStrategy(BUY);Buy to Open;1;100.0;$19.75;6/4/21, 11:07 AM;;$1,880.00;100.0;
26;MACDStrategy(SELL);Sell to Close;-1;-100.0;$21.10;6/4/21, 11:34 AM;$135.00;$2,015.00;0.0;
27;MACDStrategy(BUY);Buy to Open;1;100.0;$21.20;6/7/21, 9:34 AM;;$2,015.00;100.0;
28;MACDStrategy(SELL);Sell to Close;-1;-100.0;$20.00;6/7/21, 9:44 AM;($120.00);$1,895.00;0.0;
29;MACDStrategy(BUY);Buy to Open;1;100.0;$23.00;6/7/21, 9:55 AM;;$1,960.00;100.0;
30;MACDStrategy(SELL);Sell to Close;-1;-100.0;$23.10;6/7/21, 10:01 AM;$10.00;$1,905.00;0.0;
31;MACDStrategy(BUY);Buy to Open;1;100.0;$22.00;6/7/21, 11:25 AM;;$1,905.00;100.0;
32;MACDStrategy(SELL);Sell to Close;-1;-100.0;$21.92;6/7/21, 11:59 AM;($8.00);$1,897.00;0.0;
33;MACDStrategy(BUY);Buy to Open;1;100.0;$22.35;6/7/21, 12:49 PM;;$1,897.00;100.0;
34;MACDStrategy(SELL);Sell to Close;-1;-100.0;$23.05;6/7/21, 1:03 PM;$70.00;$1,967.00;0.0;
35;MACDStrategy(BUY);Buy to Open;1;100.0;$23.45;6/7/21, 1:23 PM;;$1,967.00;100.0;
36;MACDStrategy(SELL);Sell to Close;-1;-100.0;$22.95;6/7/21, 1:24 PM;($50.00);$1,917.00;0.0;
37;MACDStrategy(BUY);Buy to Open;1;100.0;$23.43;6/7/21, 1:43 PM;;$1,917.00;100.0;
38;MACDStrategy(SELL);Sell to Close;-1;-100.0;$23.38;6/7/21, 1:45 PM;($5.00);$1,912.00;0.0;
39;MACDStrategy(BUY);Buy to Open;1;100.0;$22.00;6/8/21, 9:32 AM;;$1,912.00;100.0;
40;MACDStrategy(SELL);Sell to Close;-1;-100.0;$20.65;6/8/21, 9:36 AM;($135.00);$1,777.00;0.0;
41;MACDStrategy(BUY);Buy to Open;1;100.0;$21.95;6/8/21, 9:58 AM;;$1,777.00;100.0;
42;MACDStrategy(SELL);Sell to Close;-1;-100.0;$21.95;6/8/21, 10:03 AM;$0.00;$1,777.00;0.0;
43;MACDStrategy(BUY);Buy to Open;1;100.0;$14.85;6/9/21, 10:07 AM;;$1,777.00;100.0;
44;MACDStrategy(SELL);Sell to Close;-1;-100.0;$14.10;6/9/21, 10:18 AM;($75.00);$1,702.00;0.0;
45;MACDStrategy(BUY);Buy to Open;1;100.0;$14.55;6/9/21, 10:23 AM;;$1,702.00;100.0;
46;MACDStrategy(SELL);Sell to Close;-1;-100.0;$14.40;6/9/21, 10:37 AM;($15.00);$1,687.00;0.0;
47;MACDStrategy(BUY);Buy to Open;1;100.0;$12.95;6/9/21, 2:57 PM;;$1,687.00;100.0;
48;MACDStrategy(SELL);Sell to Close;-1;-100.0;$12.90;6/9/21, 3:17 PM;($5.00);$1,682.00;0.0;
49;MACDStrategy(BUY);Buy to Open;1;100.0;$13.45;6/9/21, 3:29 PM;;$1,687.00;100.0;
50;MACDStrategy(SELL);Sell to Close;-1;-100.0;$13.50;6/9/21, 3:31 PM;$5.00;$1,687.00;0.0;
51;MACDStrategy(BUY);Buy to Open;1;100.0;$13.60;6/10/21, 9:45 AM;;$1,687.00;100.0;
52;MACDStrategy(SELL);Sell to Close;-1;-100.0;$12.35;6/10/21, 9:57 AM;($125.00);$1,562.00;0.0;
53;MACDStrategy(BUY);Buy to Open;1;100.0;$9.75;6/11/21, 9:32 AM;;$1,562.00;100.0;
54;MACDStrategy(SELL);Sell to Close;-1;-100.0;$9.05;6/11/21, 9:34 AM;($70.00);$1,492.00;0.0;
55;MACDStrategy(BUY);Buy to Open;1;100.0;$8.35;6/11/21, 12:40 PM;;$1,492.00;100.0;
56;MACDStrategy(SELL);Sell to Close;-1;-100.0;$8.10;6/11/21, 12:48 PM;($25.00);$1,467.00;0.0;
57;MACDStrategy(BUY);Buy to Open;1;100.0;$8.36;6/11/21, 12:53 PM;;$1,467.00;100.0;
58;MACDStrategy(SELL);Sell to Close;-1;-100.0;$10.15;6/11/21, 1:18 PM;$179.00;$1,646.00;0.0;
59;MACDStrategy(BUY);Buy to Open;1;100.0;$11.00;6/11/21, 1:54 PM;;$1,646.00;100.0;
60;MACDStrategy(SELL);Sell to Close;-1;-100.0;$10.95;6/11/21, 2:03 PM;($5.00);$1,641.00;0.0;
61;MACDStrategy(BUY);Buy to Open;1;100.0;$10.28;6/11/21, 3:31 PM;;$1,643.00;100.0;
62;MACDStrategy(SELL);Sell to Close;-1;-100.0;$10.00;6/11/21, 3:36 PM;($28.00);$1,613.00;0.0;
63;MACDStrategy(BUY);Buy to Open;1;100.0;$10.65;6/11/21, 3:45 PM;;$1,613.00;100.0;
64;MACDStrategy(SELL);Sell to Close;-1;-100.0;$10.61;6/11/21, 3:51 PM;($4.00);$1,609.00;0.0;
65;MACDStrategy(SELL);Sell to Close;-1;-100.0;$10.58;6/11/21, 3:53 PM;$0.00;$1,609.00;-100.0;
66;MACDStrategy(BUY);Buy to Open;1;100.0;$10.58;6/11/21, 3:53 PM;;$1,609.00;0.0;
67;MACDStrategy(SELL);Sell to Close;-1;-100.0;$10.84;6/11/21, 3:56 PM;$0.00;$1,609.00;-100.0;
68;MACDStrategy(BUY);Buy to Open;1;100.0;$10.84;6/11/21, 3:56 PM;;$1,609.00;0.0;
69;MACDStrategy(SELL);Sell to Close;-1;-100.0;$10.89;6/11/21, 3:57 PM;$0.00;$1,598.00;-100.0;
70;MACDStrategy(BUY);Buy to Open;1;100.0;$10.89;6/11/21, 3:57 PM;;$1,609.00;0.0;
71;MACDStrategy(SELL);Sell to Close;-1;-100.0;$10.85;6/11/21, 3:58 PM;$0.00;$1,604.00;-100.0;
72;MACDStrategy(BUY);Buy to Open;1;100.0;$10.85;6/11/21, 3:58 PM;;$1,609.00;0.0;
73;MACDStrategy(BUY);Buy to Open;1;100.0;$13.15;6/14/21, 9:32 AM;;$1,624.00;100.0;
74;MACDStrategy(SELL);Sell to Close;-1;-100.0;$13.80;6/14/21, 9:38 AM;$65.00;$1,674.00;0.0;
75;MACDStrategy(BUY);Buy to Open;1;100.0;$13.40;6/14/21, 10:06 AM;;$1,674.00;100.0;
76;MACDStrategy(SELL);Sell to Close;-1;-100.0;$14.00;6/14/21, 10:16 AM;$60.00;$1,734.00;0.0;
77;MACDStrategy(BUY);Buy to Open;1;100.0;$14.10;6/14/21, 10:46 AM;;$1,731.00;100.0;
78;MACDStrategy(SELL);Sell to Close;-1;-100.0;$16.00;6/14/21, 11:01 AM;$190.00;$1,924.00;0.0;
79;MACDStrategy(BUY);Buy to Open;1;100.0;$16.55;6/14/21, 11:18 AM;;$1,944.00;100.0;
80;MACDStrategy(SELL);Sell to Close;-1;-100.0;$16.70;6/14/21, 11:25 AM;$15.00;$1,939.00;0.0;
81;MACDStrategy(BUY);Buy to Open;1;100.0;$16.75;6/14/21, 11:41 AM;;$1,939.00;100.0;
82;MACDStrategy(SELL);Sell to Close;-1;-100.0;$16.50;6/14/21, 11:52 AM;($25.00);$1,914.00;0.0;
83;MACDStrategy(BUY);Buy to Open;1;100.0;$16.90;6/14/21, 12:14 PM;;$1,934.00;100.0;
84;MACDStrategy(SELL);Sell to Close;-1;-100.0;$17.20;6/14/21, 12:21 PM;$30.00;$1,944.00;0.0;
85;MACDStrategy(BUY);Buy to Open;1;100.0;$17.15;6/14/21, 12:23 PM;;$1,944.00;100.0;
86;MACDStrategy(SELL);Sell to Close;-1;-100.0;$17.00;6/14/21, 12:26 PM;($15.00);$1,929.00;0.0;
87;MACDStrategy(BUY);Buy to Open;1;100.0;$16.70;6/14/21, 12:45 PM;;$1,954.00;100.0;
88;MACDStrategy(SELL);Sell to Close;-1;-100.0;$16.75;6/14/21, 12:49 PM;$5.00;$1,934.00;0.0;
89;MACDStrategy(BUY);Buy to Open;1;100.0;$15.20;6/14/21, 2:17 PM;;$1,934.00;100.0;
90;MACDStrategy(SELL);Sell to Close;-1;-100.0;$15.36;6/14/21, 2:36 PM;$16.00;$1,950.00;0.0;
