Strategy report
Symbol: .AAPL210625C130
Work Time: 6/8/21, 9:40 AM - 6/22/21, 3:55 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
51;MACDStrategy(BUY);Buy to Open;10;1000.0;$0.77;6/14/21, 9:40 AM;;$1,230.00;1000.0;
52;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.44;6/14/21, 10:05 AM;$670.00;$1,590.00;0.0;
53;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.23;6/14/21, 10:10 AM;;$1,610.00;1000.0;
54;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.39;6/14/21, 10:35 AM;$160.00;$1,750.00;0.0;
55;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.29;6/14/21, 10:40 AM;;$1,880.00;1000.0;
56;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.63;6/14/21, 11:05 AM;$340.00;$2,090.00;0.0;
57;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.47;6/14/21, 11:10 AM;;$2,210.00;1000.0;
58;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.69;6/14/21, 11:40 AM;$220.00;$2,310.00;0.0;
59;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.45;6/14/21, 12:50 PM;;$2,450.00;1000.0;
60;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.85;6/14/21, 1:55 PM;$400.00;$2,710.00;0.0;
61;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.86;6/14/21, 2:00 PM;;$2,630.00;1000.0;
62;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.85;6/14/21, 2:05 PM;($10.00);$2,700.00;0.0;
63;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.87;6/14/21, 2:20 PM;;$2,790.00;1000.0;
64;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.06;6/14/21, 2:50 PM;$190.00;$2,890.00;0.0;
65;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.78;6/14/21, 3:30 PM;;$2,970.00;1000.0;
66;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.91;6/14/21, 3:55 PM;$130.00;$3,020.00;0.0;
67;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.08;6/15/21, 9:30 AM;$0.00;$3,450.00;-1000.0;
68;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.08;6/15/21, 9:30 AM;;$3,020.00;0.0;
69;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.83;6/15/21, 9:45 AM;;$3,210.00;1000.0;
70;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.92;6/15/21, 10:05 AM;$90.00;$3,110.00;0.0;
71;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.61;6/15/21, 10:50 AM;;$3,220.00;1000.0;
72;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.69;6/15/21, 11:40 AM;$80.00;$3,190.00;0.0;
73;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.82;6/15/21, 12:05 PM;;$3,270.00;1000.0;
74;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.94;6/15/21, 12:35 PM;$120.00;$3,310.00;0.0;
75;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.82;6/15/21, 12:40 PM;;$3,290.00;1000.0;
76;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.84;6/15/21, 12:45 PM;$20.00;$3,330.00;0.0;
77;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.65;6/15/21, 2:50 PM;;$3,340.00;1000.0;
78;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.81;6/15/21, 3:55 PM;$160.00;$3,490.00;0.0;
79;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.93;6/16/21, 9:35 AM;;$3,270.00;1000.0;
80;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.19;6/16/21, 10:20 AM;$260.00;$3,750.00;0.0;
81;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.09;6/16/21, 10:25 AM;;$3,710.00;1000.0;
82;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.98;6/16/21, 10:40 AM;($110.00);$3,640.00;0.0;
83;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.76;6/16/21, 12:35 PM;;$3,700.00;1000.0;
84;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.00;6/16/21, 1:40 PM;$240.00;$3,880.00;0.0;
85;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.93;6/16/21, 1:45 PM;;$3,840.00;1000.0;
86;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.90;6/16/21, 1:50 PM;($30.00);$3,850.00;0.0;
87;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.89;6/16/21, 1:55 PM;;$3,960.00;1000.0;
88;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.95;6/16/21, 2:05 PM;$60.00;$3,910.00;0.0;
89;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.26;6/16/21, 2:55 PM;;$4,040.00;1000.0;
90;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.90;6/16/21, 3:55 PM;$640.00;$4,550.00;0.0;
91;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.88;6/17/21, 9:30 AM;$0.00;$4,610.00;-1000.0;
92;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.88;6/17/21, 9:30 AM;;$4,550.00;0.0;
93;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.66;6/17/21, 9:35 AM;;$4,810.00;1000.0;
94;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$1.91;6/17/21, 9:45 AM;$250.00;$4,800.00;0.0;
95;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.83;6/17/21, 9:50 AM;;$4,990.00;1000.0;
96;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.75;6/17/21, 10:35 AM;$920.00;$5,720.00;0.0;
97;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.51;6/17/21, 10:40 AM;;$5,920.00;1000.0;
98;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.69;6/17/21, 10:55 AM;$180.00;$5,900.00;0.0;
99;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.61;6/17/21, 11:00 AM;;$5,830.00;1000.0;
100;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.51;6/17/21, 11:05 AM;($100.00);$5,800.00;0.0;
101;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.80;6/17/21, 11:30 AM;;$6,120.00;1000.0;
102;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$3.20;6/17/21, 11:50 AM;$400.00;$6,200.00;0.0;
103;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.40;6/17/21, 12:40 PM;;$6,390.00;1000.0;
104;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.65;6/17/21, 2:05 PM;$250.00;$6,450.00;0.0;
105;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.73;6/17/21, 2:25 PM;;$6,630.00;1000.0;
106;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.81;6/17/21, 2:55 PM;$80.00;$6,530.00;0.0;
107;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.80;6/17/21, 3:05 PM;;$6,580.00;1000.0;
108;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.90;6/17/21, 3:25 PM;$100.00;$6,630.00;0.0;
109;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.80;6/17/21, 3:30 PM;;$6,630.00;1000.0;
110;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.90;6/17/21, 3:35 PM;$100.00;$6,730.00;0.0;
111;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.07;6/18/21, 10:00 AM;;$6,950.00;1000.0;
112;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.28;6/18/21, 10:50 AM;$210.00;$6,940.00;0.0;
113;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.96;6/18/21, 11:20 AM;;$6,950.00;1000.0;
114;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.18;6/18/21, 12:45 PM;$220.00;$7,160.00;0.0;
115;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.15;6/18/21, 1:10 PM;;$7,240.00;1000.0;
116;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.21;6/18/21, 1:25 PM;$60.00;$7,220.00;0.0;
117;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.98;6/18/21, 3:00 PM;;$7,260.00;1000.0;
118;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.04;6/18/21, 3:50 PM;$60.00;$7,280.00;0.0;
119;MACDStrategy(BUY);Buy to Open;10;1000.0;$1.23;6/21/21, 9:55 AM;;$7,620.00;1000.0;
120;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.23;6/21/21, 11:35 AM;$1,000.00;$8,280.00;0.0;
121;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.16;6/21/21, 11:40 AM;;$8,420.00;1000.0;
122;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.29;6/21/21, 12:10 PM;$130.00;$8,410.00;0.0;
123;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.31;6/21/21, 12:15 PM;;$8,760.00;1000.0;
124;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.67;6/21/21, 12:35 PM;$360.00;$8,770.00;0.0;
125;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.60;6/21/21, 12:40 PM;;$8,760.00;1000.0;
126;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.59;6/21/21, 12:50 PM;($10.00);$8,760.00;0.0;
127;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.63;6/21/21, 1:35 PM;;$8,890.00;1000.0;
128;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.83;6/21/21, 2:00 PM;$200.00;$8,960.00;0.0;
129;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.53;6/21/21, 3:05 PM;;$9,020.00;1000.0;
130;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.56;6/21/21, 3:55 PM;$30.00;$8,990.00;0.0;
131;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.64;6/22/21, 9:30 AM;$0.00;$8,780.00;-1000.0;
132;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.64;6/22/21, 9:30 AM;;$8,990.00;0.0;
133;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.53;6/22/21, 9:35 AM;;$9,060.00;1000.0;
134;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.56;6/22/21, 9:45 AM;$30.00;$9,020.00;0.0;
135;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.44;6/22/21, 10:10 AM;;$8,990.00;1000.0;
136;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.71;6/22/21, 11:00 AM;$270.00;$9,290.00;0.0;
137;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.66;6/22/21, 11:05 AM;;$9,480.00;1000.0;
138;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.97;6/22/21, 11:30 AM;$310.00;$9,600.00;0.0;
139;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.87;6/22/21, 11:35 AM;;$9,520.00;1000.0;
140;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$2.79;6/22/21, 11:45 AM;($80.00);$9,520.00;0.0;
141;MACDStrategy(BUY);Buy to Open;10;1000.0;$2.90;6/22/21, 12:15 PM;;$9,530.00;1000.0;
142;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$3.10;6/22/21, 12:45 PM;$200.00;$9,720.00;0.0;
143;MACDStrategy(BUY);Buy to Open;10;1000.0;$3.12;6/22/21, 12:50 PM;;$10,100.00;1000.0;
144;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$3.40;6/22/21, 1:00 PM;$280.00;$10,000.00;0.0;
145;MACDStrategy(BUY);Buy to Open;10;1000.0;$3.37;6/22/21, 1:05 PM;;$10,050.00;1000.0;
146;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$3.40;6/22/21, 1:20 PM;$30.00;$10,030.00;0.0;
147;MACDStrategy(BUY);Buy to Open;10;1000.0;$3.37;6/22/21, 1:25 PM;;$10,180.00;1000.0;
148;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$3.45;6/22/21, 1:45 PM;$80.00;$10,110.00;0.0;
149;MACDStrategy(BUY);Buy to Open;10;1000.0;$3.50;6/22/21, 2:40 PM;;$10,260.00;1000.0;
150;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$4.10;6/22/21, 3:35 PM;$600.00;$10,710.00;0.0;
151;MACDStrategy(BUY);Buy to Open;10;1000.0;$4.00;6/22/21, 3:40 PM;;$10,510.00;1000.0;
152;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$3.92;6/22/21, 3:45 PM;($80.00);$10,630.00;0.0;
153;MACDStrategy(SELL);Sell to Close;-10;-1000.0;$3.90;6/22/21, 3:55 PM;$0.00;$10,430.00;-1000.0;
154;MACDStrategy(BUY);Buy to Open;10;1000.0;$3.90;6/22/21, 3:55 PM;;$10,630.00;0.0;


Max trade P/L: $1,000.00;

Total P/L: $10,630.00;

Total order(s): 77;
